number,state,created,closed,type,component_v1,root_cause_v1,severity_v1,confidence_v1,refined,component_v2,root_cause_v2,severity_v2,confidence_v2,fix_reason,note
509,CLOSED,2026-03-21,2026-03-22,defect,virtual-repo,design-gap-other,wrong-result,high,no,virtual-repo,design-gap-other,wrong-result,,,"Virtual repo listing omits local member artifacts, weakening dependency confusion protection"
514,CLOSED,2026-03-21,2026-03-23,defect,proxy-remote,config-error,degraded,med,yes,proxy-remote,design-gap-other,degraded,high,"PR526 goproxy.rs Go list/info/latest missing upstream proxy fallback; design gap not config-error","HTTPS_PROXY env not used by remote repo fetches; upstream never queried, client gets 404"
518,CLOSED,2026-03-22,2026-03-23,defect,auth-rbac-sso,path-normalization,degraded,med,yes,auth-rbac-sso,design-gap-other,degraded,med,"PR527 sso.rs add generic callback resolving from state (UUID chicken-egg); design gap not path-norm","OIDC SSO callback to Authentik returns 404 on /api/v1/auth/sso/oidc/callback"
529,CLOSED,2026-03-23,2026-04-12,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Weekly Trivy container scan found 10 CRITICAL/HIGH fixable findings in backend images"
530,CLOSED,2026-03-23,2026-03-23,defect,auth-rbac-sso,path-normalization,degraded,med,yes,auth-rbac-sso,path-normalization,degraded,high,"PR531 sso.rs wrong redirect /auth/callback vs /callback; path-normalization","SSO OIDC callback returns 404 at /auth/callback; login fails to complete"
532,CLOSED,2026-03-23,2026-03-24,defect,format-maven,format-compat,wrong-result,high,yes,format-maven,design-gap-other,wrong-result,med,"PR566 maven.rs missing upstream proxy fallback for checksums; design gap not format-compat","Maven remote proxy returns 404 for .md5/.sha1 checksums instead of fetching them from upstream"
534,CLOSED,2026-03-23,2026-03-23,security-hardening,config-deploy,error-handling,security,high,no,config-deploy,error-handling,security,,,"Config struct derives Debug, can log jwt_secret/db_url/oidc_secret in plaintext"
535,CLOSED,2026-03-23,2026-03-23,defect,plugins-wasm,auth-logic,security,high,no,plugins-wasm,auth-logic,security,,,"format handler enable/disable uses optional_auth, any user can toggle handlers"
536,CLOSED,2026-03-23,2026-03-23,defect,format-oci-docker,auth-logic,security,high,no,format-oci-docker,auth-logic,security,,,"OCI v2 token endpoint bypasses TOTP 2FA for docker login"
537,CLOSED,2026-03-23,2026-03-23,security-hardening,auth-rbac-sso,validation-input,security,high,no,auth-rbac-sso,validation-input,security,,,"JWT_SECRET accepts weak/placeholder values with no length/entropy validation"
538,CLOSED,2026-03-23,2026-03-23,security-hardening,config-deploy,config-error,security,high,no,config-deploy,config-error,security,,,"missing .dockerignore sends .env/.git/.sqlx secrets into Docker build context"
539,CLOSED,2026-03-23,2026-03-24,dependency,ci-cd-release,n/a,security,high,no,ci-cd-release,n/a,security,,,"vulnerable deps aws-lc-sys, rsa 0.9.10 (Marvin), rustls-webpki need bump"
540,CLOSED,2026-03-23,2026-03-24,security-hardening,auth-rbac-sso,validation-input,none,high,no,auth-rbac-sso,validation-input,none,,,"weak password policy: 8 char min, no complexity/max-length/common-password checks"
541,CLOSED,2026-03-23,2026-03-24,enhancement,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"in-memory rate limiter not shared across replicas, limit multiplied per instance"
542,CLOSED,2026-03-23,2026-03-24,security-hardening,ci-cd-release,build-ci,none,high,no,ci-cd-release,build-ci,none,,,"GitHub Actions pinned by mutable version tag not SHA, supply-chain risk"
543,CLOSED,2026-03-23,2026-03-24,enhancement,database-migrations,n/a,none,high,no,database-migrations,n/a,none,,,"request SKIP_MIGRATIONS option and rollback/health-check for auto-migrations on startup"
544,CLOSED,2026-03-23,2026-03-24,security-hardening,observability,error-handling,security,high,no,observability,error-handling,security,,,"TraceLayer logs full URLs with sensitive token/key query params in plaintext"
545,CLOSED,2026-03-23,2026-03-24,security-hardening,config-deploy,config-error,security,high,no,config-deploy,config-error,security,,,"ENVIRONMENT defaults to development in prod compose, relaxed CORS/verbose logging"
546,CLOSED,2026-03-23,2026-03-24,security-hardening,config-deploy,config-error,security,high,no,config-deploy,config-error,security,,,"hardcoded DATABASE_URL credentials in Dockerfile ENV visible via docker inspect"
547,CLOSED,2026-03-23,2026-03-24,security-hardening,ci-cd-release,build-ci,none,high,no,ci-cd-release,build-ci,none,,,"cargo audit runs continue-on-error in CI, vulnerable deps don't block merges"
548,CLOSED,2026-03-23,2026-03-23,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"duplicate of 550: SAML assertion signature verification not implemented"
549,CLOSED,2026-03-23,2026-03-23,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"duplicate of 551: gRPC interceptor missing token invalidation check"
550,CLOSED,2026-03-23,2026-03-23,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"SAML assertion signature verification not implemented, allows assertion forgery"
551,CLOSED,2026-03-23,2026-03-23,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"gRPC auth interceptor skips is_token_invalidated, revoked JWTs work until expiry"
552,CLOSED,2026-03-23,2026-03-23,security-hardening,api-routing,auth-logic,security,high,no,api-routing,auth-logic,security,,,"Swagger UI served without auth in production, exposes full API surface"
553,CLOSED,2026-03-23,2026-03-24,defect,api-routing,error-handling,degraded,high,no,api-routing,error-handling,degraded,,,"inconsistent error responses: 168 plain-text vs 95 JSON, clients cannot parse reliably"
554,CLOSED,2026-03-23,2026-03-24,defect,api-routing,performance-scaling,degraded,high,no,api-routing,performance-scaling,degraded,,,"gRPC server creates duplicate PgPool wasting 20 db connections instead of cloning"
555,CLOSED,2026-03-23,2026-03-24,defect,database-migrations,performance-scaling,degraded,high,no,database-migrations,performance-scaling,degraded,,,"N+1 (2N+1) queries in CurationService::re_evaluate_pending under load"
556,CLOSED,2026-03-23,2026-03-24,defect,auth-rbac-sso,auth-logic,degraded,high,no,auth-rbac-sso,auth-logic,degraded,,,"require_admin returns 401 instead of 403 for non-admin in 3 handler modules"
557,CLOSED,2026-03-23,2026-03-24,defect,format-pypi,path-normalization,wrong-result,high,yes,proxy-remote,path-normalization,wrong-result,med,"PR565 proxy_service.rs cache key double-slash trim; proxy cache key path-norm not format-pypi","PyPI metadata cache key has double slash, fails on S3/RGW storage"
563,CLOSED,2026-03-24,2026-03-27,feature,format-generic,n/a,none,high,no,format-generic,n/a,none,,,"request chunked/resumable upload for multi-GB artifacts; 21GB OVA fails with connection reset"
567,CLOSED,2026-03-24,2026-03-25,defect,storage-cas,upstream-dependency,degraded,high,yes,storage-cas,upstream-dependency,degraded,high,"PR569 s3.rs replace rust-s3 with object_store for CA support; upstream-dep","rust-s3 upgrade broke self-signed/custom CA support for S3 backend; no way to specify cert"
570,CLOSED,2026-03-25,2026-04-12,enhancement,observability,n/a,none,high,no,observability,n/a,none,,,"request optional unauthenticated metrics endpoint on separate port for k8s scrapers"
583,CLOSED,2026-03-26,2026-04-12,defect,auth-rbac-sso,path-normalization,degraded,high,yes,auth-rbac-sso,path-normalization,degraded,low,"PR587/698 sso.rs redirect /auth/callback->/callback route mismatch; cause ambiguous, kept","SSO callback redirect path /auth/callback mismatches frontend /callback route, 404 after login"
584,CLOSED,2026-03-26,2026-03-27,defect,format-oci-docker,format-compat,wrong-result,med,yes,format-oci-docker,format-compat,wrong-result,high,"PR586 oci_v2.rs prepends library/ for Docker Hub official images namespace","docker pull from docker remote repo fails to resolve reference / not found"
585,CLOSED,2026-03-26,2026-03-28,defect,config-deploy,config-error,degraded,high,yes,config-deploy,config-error,degraded,high,"PR597 pins trivy image tag in docker-compose*.yml; nonexistent tag config issue","docker-compose references non-existent aquasec/trivy:latest tag; compose up fails to pull"
592,CLOSED,2026-03-28,2026-03-28,defect,auth-rbac-sso,db-schema-query,wrong-result,high,yes,auth-rbac-sso,db-schema-query,wrong-result,high,"PR598 token_service.rs list query missing AND revoked_at IS NULL filter","Service account token listing missing revoked_at IS NULL filter, shows revoked tokens"
593,CLOSED,2026-03-28,2026-03-28,defect,auth-rbac-sso,auth-logic,degraded,high,yes,auth-rbac-sso,auth-logic,degraded,high,"PR599 oci_v2.rs adds API-token fallback for /v2/token Basic Auth password","/v2/token does not accept API tokens as Basic Auth password for service accounts"
594,CLOSED,2026-03-28,2026-03-28,defect,format-oci-docker,error-handling,cosmetic,high,yes,format-oci-docker,error-handling,cosmetic,med,"PR600 oci_v2.rs duplicate image name in log line; cosmetic logging fix","Manifest pushed log line duplicates image name"
595,CLOSED,2026-03-28,2026-03-28,defect,format-oci-docker,error-handling,degraded,high,yes,format-oci-docker,error-handling,degraded,high,"PR600 oci_v2.rs INSERT error swallowed via let _ =; now propagated","Manifest INSERT error swallowed via let _=, push returns 201 but artifact missing"
596,CLOSED,2026-03-28,2026-03-28,defect,format-oci-docker,inv-lifecycle-gc,wrong-result,high,yes,format-oci-docker,data-integrity,wrong-result,high,"PR600 oci_v2.rs upsert clears is_deleted on re-push; data-integrity not GC","Re-push of deleted image does not reset is_deleted, hidden from UI/API listing"
602,CLOSED,2026-03-29,2026-03-30,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,med,"PR606 pypi.rs delegates virtual download to format-specific fetch; generic helper gap","PyPI virtual repo skips remote find_upstream_url_for_file logic, download fails"
603,CLOSED,2026-03-29,2026-03-30,defect,format-pypi,cache-correctness,degraded,high,yes,format-pypi,inv-cache-correctness,degraded,high,"PR605 pypi/proxy add cache check before upstream fetch; inv-cache-correctness vocab","PyPI remote always queries upstream metadata when serving cached files"
604,CLOSED,2026-03-29,2026-04-13,enhancement,storage-cas,n/a,none,high,no,storage-cas,n/a,none,,,"Expand presigned URLs/streaming to reduce in-memory artifact buffering"
608,CLOSED,2026-03-30,2026-04-01,defect,auth-rbac-sso,auth-logic,security,high,yes,auth-rbac-sso,auth-logic,security,high,"PR609/618 auth_service/oidc/saml/ldap preserve is_admin when no admin group matches","SSO login unconditionally resets is_admin to false, overwriting admin grants"
610,CLOSED,2026-03-30,2026-04-01,defect,format-pypi,path-normalization,wrong-result,high,yes,format-pypi,path-normalization,wrong-result,high,"PR622 pypi/proxy resolve relative hrefs via Url::join; path resolution","PyPI remote mishandles relative artifact URLs (e.g. Nexus), no rewrite/fetch"
611,CLOSED,2026-03-30,2026-03-31,defect,format-cargo,format-compat,wrong-result,high,no,format-cargo,format-compat,wrong-result,,,"Cargo remote index works but crate download returns 404 Artifact not found upstream"
612,CLOSED,2026-03-31,2026-04-01,question,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"User asks status of Docker/Helm remote support given conflicting docs"
613,CLOSED,2026-03-31,2026-04-01,defect,storage-cas,upstream-dependency,outage-oom,high,yes,storage-cas,upstream-dependency,outage-oom,med,"PR617 s3.rs from_env() for ECS task-role creds after object_store migration","object_store migration broke ECS Fargate task role creds, hits IMDS and times out"
616,CLOSED,2026-03-31,2026-04-01,defect,format-npm,format-compat,wrong-result,high,yes,format-npm,format-compat,wrong-result,high,"PR622 npm.rs encodes scoped package names for remote proxy requests","NPM remote does not URL-encode scoped package name upstream, 404 on private registries"
624,CLOSED,2026-04-01,2026-04-01,defect,proxy-remote,db-schema-query,wrong-result,high,yes,proxy-remote,db-schema-query,wrong-result,high,"PR628 proxy_service.cache_artifact adds DB INSERT so cached artifacts list","Remote repos show 0 storage used and list no cached packages despite cached files"
625,CLOSED,2026-04-01,2026-04-01,defect,virtual-repo,cache-correctness,degraded,med,yes,virtual-repo,inv-cache-correctness,degraded,high,"PR627 pypi.rs unifies virtual/direct cache+content-type logic; inv-cache-correctness","PyPI remote handled differently via virtual; virtual always queries upstream before cache"
631,CLOSED,2026-04-02,2026-04-04,defect,format-debian-rpm,format-compat,wrong-result,high,yes,format-debian-rpm,format-compat,wrong-result,high,"PR647 alpine.rs proxies upstream APKINDEX.tar.gz for remote APK repos","APK remote returns empty APKINDEX.tar.gz, apk update reports BAD signature"
640,CLOSED,2026-04-02,2026-04-04,defect,format-maven,db-schema-query,wrong-result,high,yes,proxy-remote,db-schema-query,wrong-result,med,"PR646 proxy_service extract_version stores version for all-format cached artifacts","Remote maven artifacts have no version field set, blank version in UI"
641,CLOSED,2026-04-02,2026-04-12,enhancement,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Request to group maven remote artifact files by component in repo listing"
643,CLOSED,2026-04-02,2026-04-04,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,med,"PR648 pypi.rs adds local/staging member lookup in virtual simple index loop","PyPI virtual repo ignores local members, 404s on simple metadata listing"
645,CLOSED,2026-04-03,2026-04-04,feature,other,n/a,none,med,no,other,n/a,none,,,"Unsolicited external offer of a hosted status page for AK"
649,CLOSED,2026-04-04,2026-04-04,defect,format-npm,format-compat,wrong-result,high,no,format-npm,format-compat,wrong-result,,,"npm install via proxy returns ENOVERSIONS for abbreviated metadata while virtual works"
651,CLOSED,2026-04-06,2026-04-07,defect,format-go,format-compat,wrong-result,high,yes,format-go,format-compat,wrong-result,high,"PR658 goproxy.rs parse_path handles sumdb verification paths; protocol compat","go get via remote fails on sumdb path, Invalid GOPROXY path 400 Bad Request"
652,CLOSED,2026-04-06,2026-04-07,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,high,"PR659 npm.rs: virtual repo only proxied Remote members, ignored Local/Staging; member-resolution gap","Virtual npm repo returns 404 for metadata of local member packages"
653,CLOSED,2026-04-06,2026-04-09,defect,format-debian-rpm,format-compat,wrong-result,high,yes,format-debian-rpm,error-handling,wrong-result,high,"PR663 alpine.rs: returned 500 instead of falling through to re-fetch on storage error; error-handling not format-compat","APK remote returns HTTP 500 when serving packages across multiple alpine versions"
654,CLOSED,2026-04-06,2026-04-09,defect,migration-import,error-handling,degraded,med,yes,migration-import,design-gap-other,degraded,high,"PR656 migration.rs: run_assessment had TODO, never spawned worker; unimplemented feature, not error-handling","Nexus migration assessment stalls indefinitely in 'assessing' status"
655,CLOSED,2026-04-07,2026-04-07,defect,auth-rbac-sso,config-error,wrong-result,high,yes,auth-rbac-sso,auth-logic,wrong-result,high,"PR657 sso.rs: resolve_oidc_redirect_uri built relative path; logic bug now uses forwarded headers, not config","OIDC redirect_uri built as relative path behind proxy, Keycloak rejects callback"
660,CLOSED,2026-04-07,2026-04-09,defect,format-maven,format-compat,degraded,high,yes,format-maven,format-compat,degraded,med,"PR663 maven.rs: checksum handler member traversal for virtual/remote; Maven checksum protocol expectation","Maven remote proxy does not serve checksums, client warns no checksums available"
662,CLOSED,2026-04-08,2026-04-12,feature,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Request for routing policy support for raw/remote repos like Nexus"
664,CLOSED,2026-04-09,2026-04-13,defect,sbom-scanning,data-integrity,wrong-result,high,no,sbom-scanning,data-integrity,wrong-result,,,"CVE finding shows GHSA id labeled as CVE, producing broken NVD links"
665,CLOSED,2026-04-09,2026-04-13,defect,ui-web,ui-bug,cosmetic,high,no,ui-web,ui-bug,cosmetic,,,"Deleted user's service account stays visible in UI until hard refresh (stale frontend cache)"
671,CLOSED,2026-04-09,2026-04-12,defect,migration-import,performance-scaling,data-loss,high,no,migration-import,performance-scaling,data-loss,,,"Artifactory migration only transfers first 100 artifacts; pagination offset/limit not iterated"
674,CLOSED,2026-04-10,2026-04-13,defect,format-debian-rpm,format-compat,wrong-result,high,no,format-debian-rpm,format-compat,wrong-result,,,"APT remote does not proxy InRelease/Release files; apt update fails, no short metadata TTL"
675,CLOSED,2026-04-10,2026-04-13,defect,format-generic,error-handling,degraded,med,no,format-generic,error-handling,degraded,,,"Download of stored generic artifact returns 404 'Artifact not found' / No file in UI"
676,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: per-repository access token config managed by repo admins"
677,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: advanced configurable password policies (checklist + regex) for local users"
678,CLOSED,2026-04-10,2026-04-12,feature,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"Request: configurable DB connection/pool options via environment variables"
679,CLOSED,2026-04-10,2026-04-16,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: configurable password expiry notifications for local users"
680,CLOSED,2026-04-10,2026-04-12,feature,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"Request: configurable token-bucket rate limiting with burst and user exemptions"
681,CLOSED,2026-04-10,2026-04-13,feature,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"Request: configurable external SMTP server for sending emails to users"
682,CLOSED,2026-04-10,2026-04-13,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Request: configurable webhook payload templates per chat platform (Slack/Mattermost/etc)"
683,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: force password change on next login for local users"
684,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: limit failed login attempts and lock local user accounts"
685,CLOSED,2026-04-10,2026-04-12,feature,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"Request: link staging to release repos to enforce controlled promotion paths"
686,CLOSED,2026-04-10,2026-04-13,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Request: per-repository notification config (mail/webhook) tab with trigger events"
687,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: configurable password expiration for local users"
688,CLOSED,2026-04-10,2026-04-12,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request: track password history to prevent reuse of recent passwords"
689,CLOSED,2026-04-10,2026-04-13,defect,ui-web,ui-bug,cosmetic,high,no,ui-web,ui-bug,cosmetic,,,"Security Dashboard table shows repository ID instead of name with clickable link"
691,CLOSED,2026-04-10,2026-04-25,dependency,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Track bergshamra 0.4.x/wasmtime 36 upgrades; kryptering Windows CK_ULONG From<u64> build failure"
692,CLOSED,2026-04-11,2026-04-13,defect,ci-cd-release,concurrency-race,degraded,med,yes,api-routing,concurrency-race,degraded,med,"PR720 repository_service.rs+rate_limit.rs: create-repo race made idempotent, lock contention; product fix not CI","Stress test: high-concurrency error rate >20%; concurrent create-repo races, blocks release-gate"
708,CLOSED,2026-04-12,2026-04-12,defect,sbom-scanning,config-error,wrong-result,high,yes,ci-cd-release,build-ci,wrong-result,high,"PR715 docker/Dockerfile.backend: ubi-micro missing tar/gzip for scanner extraction; runtime image build issue","Trivy/Grype archive extraction fails (missing tar binary) causing scans to fail open with 0 findings"
709,CLOSED,2026-04-12,2026-04-12,feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Request: quarantine policy to block remote packages released less than X time ago (supply-chain)"
722,CLOSED,2026-04-13,2026-04-15,defect,format-npm,data-integrity,wrong-result,high,yes,format-npm,data-integrity,wrong-result,high,"PR726 npm.rs: tarballs stored as octet-stream not gzip, breaks SBOM/scan; wrong stored content-type","npm .tgz cached as application/octet-stream not gzip; breaks SBOM gen and security scans"
723,CLOSED,2026-04-13,2026-04-15,defect,sbom-scanning,error-handling,security,high,yes,sbom-scanning,error-handling,security,high,"PR728 scanners returned Ok([]) on failure; now propagate Err so fail-open clean status fixed","Failed scans recorded as clean/0-findings in UI, masking extraction errors (fail-open)"
724,CLOSED,2026-04-13,2026-04-13,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Weekly Trivy container scan: 80 CRITICAL/HIGH findings with fixes available"
729,CLOSED,2026-04-13,2026-04-21,enhancement,observability,upstream-dependency,degraded,high,no,observability,upstream-dependency,degraded,,,"OTLP gRPC exporter fails behind Envoy (h2 FRAME_SIZE_ERROR); no http/protobuf protocol fallback"
731,CLOSED,2026-04-14,2026-04-15,defect,format-cargo,format-compat,wrong-result,med,yes,format-cargo,format-compat,wrong-result,high,"PR743 cargo.rs: resolve dl URL from upstream config.json so one remote serves index+downloads","Single Cargo remote cannot satisfy both cargo add (index) and cargo fetch; needs index+crates split"
732,CLOSED,2026-04-14,2026-04-14,defect,ci-cd-release,build-ci,degraded,high,no,ci-cd-release,build-ci,degraded,,,"web 1.1.0 Docker image missing amd64 architecture in multi-arch manifest"
734,CLOSED,2026-04-14,2026-04-16,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Request to allow anonymous/no-auth pull-through caching for public remote repos"
735,CLOSED,2026-04-14,2026-04-16,defect,storage-cas,inv-lifecycle-gc,degraded,high,yes,storage-cas,upstream-dependency,degraded,med,"PR749 s3.rs: object_store multi-delete unsupported by Huawei OBS (405); S3 backend compat, not gc design","GC blob delete on Huawei OBS S3 fails with 405 on bulk-delete POST; orphan blobs not removed"
736,CLOSED,2026-04-15,2026-04-15,defect,backup-dr,db-schema-query,degraded,high,yes,backup-dr,db-schema-query,degraded,high,"PR742 backup_service.rs: referenced nonexistent table download_stats vs download_statistics","Backups fail: relation download_stats does not exist (missing table/migration)."
737,CLOSED,2026-04-15,2026-04-15,defect,proxy-remote,inv-streaming,outage-oom,high,no,proxy-remote,inv-streaming,outage-oom,,,"OOM under parallel proxy requests; get_cached_artifact buffers whole file in memory."
738,CLOSED,2026-04-15,2026-04-16,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Filter repository list/get by user permissions for non-admin users."
741,CLOSED,2026-04-15,2026-04-15,refactor,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Implement Default for Config to eliminate test duplication across files."
744,CLOSED,2026-04-15,2026-04-15,defect,format-oci-docker,auth-logic,degraded,high,yes,format-oci-docker,auth-logic,degraded,high,"PR750 oci_v2.rs: read handlers required token; now honor is_public for anonymous pull","Public/unauthenticated Docker repo still requires auth to pull."
745,CLOSED,2026-04-15,2026-04-15,defect,format-npm,data-integrity,wrong-result,high,yes,format-npm,data-integrity,wrong-result,med,"PR752 npm.rs: filename-only LIKE+LIMIT1 served wrong tarball on collisions; integrity failures","npm pull-through cache intermittently corrupts package integrity, build failures."
758,CLOSED,2026-04-16,2026-04-16,defect,backup-dr,error-handling,degraded,med,yes,backup-dr,error-handling,degraded,med,"PR766 backup_service.rs: tar set_path failed on >100char paths; switched to append_data for long paths","Backups fail: IO error 'provided value is too long' when setting path."
764,CLOSED,2026-04-16,2026-04-22,defect,sbom-scanning,config-error,degraded,med,yes,sbom-scanning,design-gap-other,degraded,med,"PR825: SBOM submission to DT never implemented (no code path) + HTTP private-net allow; primary is design gap","DT integration: undocumented ALLOW_HTTP_INTEGRATIONS, and no SBOMs submitted after fix."
765,CLOSED,2026-04-16,2026-04-16,test,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Request for comprehensive integration test suite across all package formats."
779,CLOSED,2026-04-18,2026-04-19,defect,format-conan,format-compat,degraded,high,yes,format-conan,format-compat,degraded,high,"PR781 conan.rs: /v1/ping capability probe endpoint missing for Conan 2 protocol","Conan 2 upload fails: /v1/ping capability probe endpoint missing, client aborts."
780,CLOSED,2026-04-18,2026-04-19,defect,format-conan,format-compat,degraded,high,yes,format-conan,format-compat,degraded,high,"PR782 conan.rs: recipe/package files-listing endpoints not mounted; Conan 2 install protocol","Conan 2 install fails: recipe/package files-listing endpoints not mounted (404)."
787,CLOSED,2026-04-18,2026-04-21,question,config-deploy,n/a,none,med,no,config-deploy,n/a,none,,,"User couldn't find admin.password file / health endpoint during docker setup; support."
794,CLOSED,2026-04-19,2026-04-22,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"Permissions table CRUD exists but never enforced; any authed user bypasses rules."
796,CLOSED,2026-04-20,2026-04-20,defect,format-oci-docker,format-compat,wrong-result,high,no,format-oci-docker,format-compat,wrong-result,,,"OCI tags/list returns empty after manifest push; should return tags array."
797,CLOSED,2026-04-20,2026-04-20,defect,format-oci-docker,format-compat,wrong-result,high,no,format-oci-docker,format-compat,wrong-result,,,"OCI /v2/_catalog returns empty instead of listing repositories."
798,CLOSED,2026-04-20,2026-04-20,defect,format-pypi,format-compat,wrong-result,high,yes,format-pypi,format-compat,wrong-result,high,"PR805 pypi.rs: simple index not normalizing names per PEP 503; normalize_pep503 added","PyPI simple index not normalizing names per PEP 503; mixed-case 404s."
799,CLOSED,2026-04-20,2026-04-20,defect,format-npm,format-compat,degraded,high,yes,format-npm,format-compat,degraded,high,"PR804 npm.rs: version-specific metadata endpoint not implemented per npm registry API","npm version-specific metadata endpoint not implemented; returns error."
800,CLOSED,2026-04-20,2026-04-20,defect,format-go,format-compat,wrong-result,high,yes,format-go,format-compat,wrong-result,high,"PR805 goproxy.rs/terraform.rs/swift.rs return 404 vs 200 per GOPROXY spec; matches current","Go/Terraform/Swift return 200 instead of 404 for nonexistent resources, breaks GOPROXY fallback."
801,CLOSED,2026-04-20,2026-04-20,defect,format-terraform-conda,format-compat,degraded,high,yes,format-terraform-conda,format-compat,degraded,med,"PR806 derive_format_key Debug dropped underscores (condanative); repository_service.rs format key bug",".conda v2 ZIP package upload fails via conda native endpoint; .tar.bz2 works."
802,CLOSED,2026-04-20,2026-04-20,defect,format-swift-other,validation-input,degraded,med,yes,format-swift-other,validation-input,degraded,med,"PR806 huggingface.rs adds length validation rejecting >column-limit IDs with 400; matches current","HuggingFace 100+ char model name fails upload; likely path/column length limit."
803,CLOSED,2026-04-20,2026-04-20,defect,format-conan,format-compat,wrong-result,high,yes,format-conan,db-schema-query,wrong-result,high,"PR804 fix is conan.rs SQL: DISTINCT on (revision,created_at) tuples; replaced GROUP BY/MAX -> query bug","Conan: each file upload creates separate revision; should be one revision per hash."
807,CLOSED,2026-04-20,2026-04-21,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Weekly Trivy container scan: 78 CRITICAL/HIGH findings with fixes."
808,CLOSED,2026-04-20,2026-04-20,defect,ci-cd-release,build-ci,degraded,high,yes,ci-cd-release,build-ci,degraded,high,"PR809 injects APP_VERSION from git tag in Dockerfiles/release.yml; build/release process","Cargo.toml version not bumped pre-tag; binaries self-report wrong version."
810,CLOSED,2026-04-20,2026-04-21,defect,proxy-remote,format-compat,degraded,high,yes,proxy-remote,format-compat,degraded,high,"PR814 debian.rs adds .xz route+catch-all dists proxy for remote repos; matches current","Debian remote proxy 404s on .xz indices (Translation-en.xz), apt update fails."
811,CLOSED,2026-04-21,2026-04-21,defect,format-oci-docker,auth-logic,degraded,high,yes,format-oci-docker,auth-logic,degraded,high,"PR821 oci_v2.rs adds scope to WWW-Authenticate so Docker caches tokens; auth flow","OCI blob HEAD returns 401 after successful /v2/token exchange, push never proceeds."
816,CLOSED,2026-04-21,2026-04-22,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Phase 1: implement PermissionService to resolve user/group permissions with cache."
817,CLOSED,2026-04-21,2026-04-22,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Phase 2: enforce permission rules in repo_visibility_middleware."
818,CLOSED,2026-04-21,2026-04-22,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Phase 3: add permission checks to admin-level API endpoints for delegated admin."
819,CLOSED,2026-04-21,2026-04-22,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Phase 4 permissions: UI enforcement_enabled flag, banner, docs."
